file_id,category,prompt,stage2_clip_score,stage1_clip_score,eval_prompt
n02121620_183-6,cat,A photo of a cat,31.884765625,31.494140625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_19182-7,cat,A photo of a cat,30.615234375,30.46875,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_19341-3,cat,A photo of a cat,31.8359375,31.6650390625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_19342-4,cat,A photo of a cat,26.7822265625,26.7578125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_19342-6,cat,A photo of a cat,29.00390625,29.443359375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_20153-2,cat,A photo of a cat,31.8603515625,31.7626953125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_20153-8,cat,A photo of a cat,30.7861328125,31.2255859375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_2092-1,cat,A photo of a cat,30.029296875,30.2978515625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_21150-3,cat,A photo of a cat,29.931640625,29.8828125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_21150-4,cat,A photo of a cat,30.7373046875,30.517578125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_21150-8,cat,A photo of a cat,29.7607421875,29.833984375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_2158-1,cat,A photo of a cat,30.1513671875,30.078125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_21679-3,cat,A photo of a cat,29.2236328125,29.4677734375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_2212-9,cat,A photo of a cat,31.4208984375,30.37109375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_2343-6,cat,A photo of a cat,30.1513671875,29.0771484375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_2351-1,cat,A photo of a cat,31.54296875,31.396484375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_2497-1,cat,A photo of a cat,28.7109375,28.8330078125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_2497-2,cat,A photo of a cat,31.1279296875,31.7626953125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_26845-10,cat,A photo of a cat,31.15234375,31.005859375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_26845-5,cat,A photo of a cat,29.3212890625,28.3447265625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_26845-9,cat,A photo of a cat,30.8349609375,30.56640625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_2754-1,cat,A photo of a cat,29.5654296875,29.6875,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_2754-3,cat,A photo of a cat,30.2001953125,29.541015625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_2754-4,cat,A photo of a cat,29.443359375,29.2236328125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_2770-1,cat,A photo of a cat,28.5400390625,28.515625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_2770-5,cat,A photo of a cat,29.1748046875,28.41796875,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_27726-6,cat,A photo of a cat,28.9306640625,28.4912109375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_28691-1,cat,A photo of a cat,30.6640625,30.712890625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_28691-2,cat,A photo of a cat,29.5166015625,29.6875,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_28691-3,cat,A photo of a cat,32.1044921875,32.03125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_28944-1,cat,A photo of a cat,30.224609375,30.0537109375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_28944-3,cat,A photo of a cat,30.517578125,30.4443359375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_28944-4,cat,A photo of a cat,31.1767578125,30.859375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_28944-8,cat,A photo of a cat,31.6162109375,31.93359375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_28952-5,cat,A photo of a cat,31.7626953125,31.9091796875,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_2925-2,cat,A photo of a cat,27.9052734375,28.6865234375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_2925-3,cat,A photo of a cat,30.4443359375,30.029296875,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_29401-1,cat,A photo of a cat,32.2265625,32.2509765625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_30507-3,cat,A photo of a cat,26.8310546875,27.7099609375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_30507-5,cat,A photo of a cat,31.1767578125,31.1767578125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_31172-1,cat,A photo of a cat,30.1513671875,30.17578125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_31172-3,cat,A photo of a cat,30.2978515625,30.1025390625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_31172-4,cat,A photo of a cat,31.0546875,30.4443359375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_31532-2,cat,A photo of a cat,30.9814453125,30.6884765625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_31930-1,cat,A photo of a cat,31.7138671875,31.4208984375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_31930-2,cat,A photo of a cat,30.322265625,30.517578125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_31930-4,cat,A photo of a cat,30.9814453125,30.95703125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_3196-2,cat,A photo of a cat,25.732421875,25.830078125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_32013-3,cat,A photo of a cat,29.7119140625,28.9306640625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_3229-2,cat,A photo of a cat,31.494140625,31.0546875,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_33201-5,cat,A photo of a cat,28.7353515625,28.61328125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_33298-1,cat,A photo of a cat,31.982421875,31.1279296875,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_33298-6,cat,A photo of a cat,24.4384765625,24.23095703125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_33298-8,cat,A photo of a cat,31.0791015625,30.8837890625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_3408-4,cat,A photo of a cat,30.3955078125,30.2001953125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_3464-1,cat,A photo of a cat,30.46875,30.2001953125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_3464-8,cat,A photo of a cat,30.46875,30.95703125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_3732-2,cat,A photo of a cat,29.9560546875,29.736328125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_3760-2,cat,A photo of a cat,29.3701171875,29.1259765625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_424-10,cat,A photo of a cat,29.4921875,29.4677734375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_424-2,cat,A photo of a cat,32.470703125,32.0556640625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_424-3,cat,A photo of a cat,31.787109375,31.54296875,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_424-5,cat,A photo of a cat,30.4443359375,30.5908203125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_424-9,cat,A photo of a cat,31.15234375,31.005859375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_4315-1,cat,A photo of a cat,28.9794921875,29.1259765625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_4315-5,cat,A photo of a cat,26.3671875,26.2451171875,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_4652-6,cat,A photo of a cat,30.4443359375,30.56640625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_4700-5,cat,A photo of a cat,30.419921875,30.3466796875,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_4903-3,cat,A photo of a cat,29.98046875,30.56640625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_4954-2,cat,A photo of a cat,30.76171875,30.4443359375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_4977-4,cat,A photo of a cat,31.0302734375,30.859375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_5062-1,cat,A photo of a cat,27.63671875,27.5390625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_5062-6,cat,A photo of a cat,30.17578125,27.587890625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_5067-2,cat,A photo of a cat,30.712890625,31.005859375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_5080-10,cat,A photo of a cat,30.4931640625,30.712890625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_5080-2,cat,A photo of a cat,30.2490234375,30.8349609375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_51-1,cat,A photo of a cat,30.1025390625,29.3701171875,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_51-4,cat,A photo of a cat,31.103515625,31.396484375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_51-6,cat,A photo of a cat,29.9072265625,29.7119140625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_5156-2,cat,A photo of a cat,31.640625,31.103515625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_5176-2,cat,A photo of a cat,30.4443359375,30.2490234375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_5223-3,cat,A photo of a cat,31.494140625,31.298828125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_5286-3,cat,A photo of a cat,30.6640625,30.3466796875,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_531-1,cat,A photo of a cat,30.7373046875,30.224609375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_531-6,cat,A photo of a cat,31.1767578125,31.4208984375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_5404-2,cat,A photo of a cat,29.8583984375,29.443359375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_5404-3,cat,A photo of a cat,25.7080078125,25.341796875,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_5404-7,cat,A photo of a cat,29.5654296875,29.541015625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_6042-5,cat,A photo of a cat,29.8583984375,29.638671875,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_665-1,cat,A photo of a cat,30.6640625,31.4697265625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_7221-4,cat,A photo of a cat,29.19921875,29.3212890625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_7530-5,cat,A photo of a cat,31.0546875,31.0791015625,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_7791-1,cat,A photo of a cat,31.4697265625,30.810546875,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_9283-5,cat,A photo of a cat,31.201171875,30.8349609375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_938-2,cat,A photo of a cat,31.1767578125,30.7861328125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_938-3,cat,A photo of a cat,27.197265625,27.1240234375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_9483-2,cat,A photo of a cat,31.9580078125,30.5908203125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_9603-2,cat,A photo of a cat,30.56640625,30.8349609375,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02121620_9603-3,cat,A photo of a cat,30.0048828125,29.8095703125,"A high-quality, realistic photograph of a cat, based on the description: A photo of a cat, with natural lighting, sharp details, and accurate colors."
n02738535_10560-5,chair,A photo of a chair,31.982421875,31.5185546875,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_10863-2,chair,A photo of a chair,31.298828125,31.1767578125,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_10863-3,chair,A photo of a chair,32.7880859375,33.544921875,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_11426-5,chair,A photo of a chair,32.275390625,31.494140625,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_11651-1,chair,A photo of a chair,27.0263671875,26.1962890625,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_1198-2,chair,A photo of a chair,33.544921875,31.8603515625,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_1198-4,chair,A photo of a chair,34.7900390625,33.9111328125,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_14114-3,chair,A photo of a chair,31.7138671875,31.9091796875,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_15106-1,chair,A photo of a chair,34.1796875,34.47265625,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_15106-2,chair,A photo of a chair,30.3466796875,30.2734375,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_1634-2,chair,A photo of a chair,33.5693359375,33.3740234375,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_1634-5,chair,A photo of a chair,33.740234375,32.8369140625,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_16659-5,chair,A photo of a chair,33.8134765625,32.51953125,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_16891-2,chair,A photo of a chair,34.130859375,33.5205078125,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_16891-5,chair,A photo of a chair,31.787109375,32.763671875,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_17600-6,chair,A photo of a chair,34.9853515625,35.009765625,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_18391-4,chair,A photo of a chair,37.4755859375,37.1826171875,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_18391-5,chair,A photo of a chair,31.93359375,31.9091796875,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_19372-1,chair,A photo of a chair,35.1806640625,34.6923828125,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_19372-2,chair,A photo of a chair,32.2265625,31.3720703125,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_20621-1,chair,A photo of a chair,34.326171875,32.275390625,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_20785-4,chair,A photo of a chair,33.7158203125,32.763671875,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_20785-6,chair,A photo of a chair,32.5439453125,33.154296875,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_21745-3,chair,A photo of a chair,35.009765625,35.0341796875,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_2675-1,chair,A photo of a chair,34.375,34.3017578125,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_2675-3,chair,A photo of a chair,33.2275390625,32.9833984375,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_3607-5,chair,A photo of a chair,30.37109375,28.90625,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_3607-6,chair,A photo of a chair,32.1044921875,32.958984375,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_3852-9,chair,A photo of a chair,36.376953125,35.0341796875,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_419-6,chair,A photo of a chair,36.865234375,36.865234375,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_6308-7,chair,A photo of a chair,32.7880859375,32.4951171875,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_6505-2,chair,A photo of a chair,32.6416015625,32.03125,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_7061-3,chair,A photo of a chair,30.810546875,32.12890625,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_7061-5,chair,A photo of a chair,33.2275390625,31.8359375,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_7130-7,chair,A photo of a chair,33.154296875,32.9833984375,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_716-4,chair,A photo of a chair,29.8828125,31.494140625,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_716-5,chair,A photo of a chair,33.2763671875,33.0078125,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_7205-2,chair,A photo of a chair,33.6181640625,34.7412109375,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_7205-5,chair,A photo of a chair,35.009765625,34.1552734375,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_7312-3,chair,A photo of a chair,33.7890625,33.251953125,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_7729-5,chair,A photo of a chair,32.6171875,31.9091796875,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_904-5,chair,A photo of a chair,34.08203125,32.12890625,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n02738535_9519-6,chair,A photo of a chair,31.93359375,31.5673828125,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n03001627_1077-1,chair,A photo of a chair,33.740234375,33.740234375,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n03001627_1077-10,chair,A photo of a chair,34.521484375,34.033203125,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n03001627_1077-6,chair,A photo of a chair,32.568359375,31.8359375,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n03001627_121-1,chair,A photo of a chair,31.640625,30.95703125,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n03001627_121-4,chair,A photo of a chair,31.15234375,30.37109375,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n03001627_121-5,chair,A photo of a chair,32.2998046875,31.4453125,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n03001627_121-8,chair,A photo of a chair,31.93359375,33.9111328125,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n03001627_1320-2,chair,A photo of a chair,34.228515625,33.9111328125,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n03001627_15080-2,chair,A photo of a chair,31.884765625,32.275390625,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n03001627_15080-3,chair,A photo of a chair,33.5205078125,33.349609375,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n03001627_15080-5,chair,A photo of a chair,35.83984375,35.5712890625,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n03001627_15080-6,chair,A photo of a chair,28.80859375,29.1015625,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n03001627_1556-8,chair,A photo of a chair,34.033203125,33.59375,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n03001627_1747-1,chair,A photo of a chair,32.6416015625,33.251953125,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n03001627_1747-3,chair,A photo of a chair,32.8125,32.763671875,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n03001627_1747-7,chair,A photo of a chair,33.4716796875,33.447265625,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n03001627_1776-1,chair,A photo of a chair,30.2978515625,29.4921875,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n03001627_18021-1,chair,A photo of a chair,32.763671875,32.03125,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n03001627_18021-4,chair,A photo of a chair,32.71484375,32.9833984375,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n03001627_18021-9,chair,A photo of a chair,30.8349609375,30.419921875,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n03001627_1816-1,chair,A photo of a chair,33.2763671875,34.130859375,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
n03001627_1816-2,chair,A photo of a chair,32.666015625,33.203125,"A high-quality, realistic photograph of a chair, based on the description: A photo of a chair, with natural lighting, sharp details, and accurate colors."
